problema,ger,log,meu,nf1_log,nf1_meu,nadpop_log,nadpop_meu,ideal_log,ideal_meu
BBOB_F5,7,6,6,"[np.float64(61.58400431882102), np.float64(1338.613133808198)]","[np.float64(61.58400344848633), np.float64(1338.6131591796875)]","[np.float64(92.77708765345457), np.float64(1430.9248459304808)]","[np.float64(92.77708435058594), np.float64(1430.9248046875)]","[np.float64(31.692860327644944), np.float64(530.7683322632854)]","[np.float64(31.692859649658203), np.float64(530.768310546875)]"
BBOB_F5,8,6,6,"[np.float64(61.58400431882102), np.float64(1337.6545951121668)]","[np.float64(61.58400344848633), np.float64(1337.654541015625)]","[np.float64(92.77708765345457), np.float64(1421.058493897692)]","[np.float64(92.77708435058594), np.float64(1421.0584716796875)]","[np.float64(31.87034091409177), np.float64(530.7683322632854)]","[np.float64(31.87034034729004), np.float64(530.768310546875)]"
BBOB_F5,9,7,7,"[np.float64(61.58400431882102), np.float64(1365.6022422341548)]","[np.float64(61.58400344848633), np.float64(1365.602294921875)]","[np.float64(93.03418168354325), np.float64(1398.316651481245)]","[np.float64(93.0341796875), np.float64(1398.316650390625)]","[np.float64(32.746553017418385), np.float64(530.7683322632854)]","[np.float64(32.746551513671875), np.float64(530.768310546875)]"
BBOB_F5,10,8,8,"[np.float64(61.63850864907279), np.float64(1365.6022422341548)]","[np.float64(61.63850784301758), np.float64(1365.602294921875)]","[np.float64(93.03418168354325), np.float64(1395.9324219832433)]","[np.float64(93.0341796875), np.float64(1395.932373046875)]","[np.float64(32.746553017418385), np.float64(529.9628570321015)]","[np.float64(32.746551513671875), np.float64(529.9628295898438)]"
BBOB_F5,11,8,8,"[np.float64(61.63850864907279), np.float64(1365.6022422341548)]","[np.float64(61.63850784301758), np.float64(1365.602294921875)]","[np.float64(90.4347619308522), np.float64(1395.9324219832433)]","[np.float64(90.43476104736328), np.float64(1395.932373046875)]","[np.float64(32.746553017418385), np.float64(529.9628570321015)]","[np.float64(32.746551513671875), np.float64(529.9628295898438)]"
BBOB_F5,12,7,7,"[np.float64(61.63850864907279), np.float64(1333.4439267757477)]","[np.float64(61.63850784301758), np.float64(1333.4439697265625)]","[np.float64(93.75714756975489), np.float64(1386.5444186349516)]","[np.float64(93.75714874267578), np.float64(1386.54443359375)]","[np.float64(34.51731219472194), np.float64(529.9628570321015)]","[np.float64(34.517311096191406), np.float64(529.9628295898438)]"
BBOB_F5,13,7,7,"[np.float64(63.37521332819645), np.float64(1297.256294107156)]","[np.float64(63.375213623046875), np.float64(1297.25634765625)]","[np.float64(93.75714756975489), np.float64(1386.5444186349516)]","[np.float64(93.75714874267578), np.float64(1386.54443359375)]","[np.float64(34.261052366153784), np.float64(420.3741646308612)]","[np.float64(34.261051177978516), np.float64(420.3741760253906)]"
BBOB_F5,14,8,8,"[np.float64(64.14475381788851), np.float64(1307.9112301405798)]","[np.float64(64.1447525024414), np.float64(1307.9112548828125)]","[np.float64(93.75714756975489), np.float64(1386.5444186349516)]","[np.float64(93.75714874267578), np.float64(1386.54443359375)]","[np.float64(35.0762269282128), np.float64(402.8998584864245)]","[np.float64(35.07622528076172), np.float64(402.8998718261719)]"
BBOB_F55,1,4,4,"[np.float64(71.80026474626784), np.float64(85.32098486193193)]","[np.float64(71.80026245117188), np.float64(85.32098388671875)]","[np.float64(84.31887606135872), np.float64(85.32098486193193)]","[np.float64(84.31887817382812), np.float64(85.32098388671875)]","[np.float64(54.96136275351944), np.float64(61.26256766263623)]","[np.float64(54.961360931396484), np.float64(61.262569427490234)]"
BBOB_F55,2,4,4,"[np.float64(71.80026474626784), np.float64(85.32098486193193)]","[np.float64(71.80026245117188), np.float64(85.32098388671875)]","[np.float64(84.31887606135872), np.float64(85.32098486193193)]","[np.float64(84.31887817382812), np.float64(85.32098388671875)]","[np.float64(54.96136275351944), np.float64(61.26256766263623)]","[np.float64(54.961360931396484), np.float64(61.262569427490234)]"
BBOB_F55,3,5,5,"[np.float64(72.11150428931025), np.float64(85.32098486193193)]","[np.float64(72.11150360107422), np.float64(85.32098388671875)]","[np.float64(84.39668918335471), np.float64(85.32098486193193)]","[np.float64(84.39669036865234), np.float64(85.32098388671875)]","[np.float64(54.96136275351944), np.float64(43.922513299152556)]","[np.float64(54.961360931396484), np.float64(43.92251205444336)]"
BBOB_F55,4,5,5,"[np.float64(71.94095988073123), np.float64(85.32098486193193)]","[np.float64(71.94095611572266), np.float64(85.32098388671875)]","[np.float64(84.39668918335471), np.float64(85.32098486193193)]","[np.float64(84.39669036865234), np.float64(85.32098388671875)]","[np.float64(54.96136275351944), np.float64(41.53126515324537)]","[np.float64(54.961360931396484), np.float64(41.53126525878906)]"
BBOB_F55,5,5,5,"[np.float64(71.94095988073123), np.float64(77.95834797921412)]","[np.float64(71.94095611572266), np.float64(77.9583511352539)]","[np.float64(84.34253274657651), np.float64(85.32098486193193)]","[np.float64(84.342529296875), np.float64(85.32098388671875)]","[np.float64(42.20142155348105), np.float64(41.53126515324537)]","[np.float64(42.201419830322266), np.float64(41.53126525878906)]"
BBOB_F55,6,5,5,"[np.float64(71.94095988073123), np.float64(77.95834797921412)]","[np.float64(71.94095611572266), np.float64(77.9583511352539)]","[np.float64(84.33192977254085), np.float64(85.32098486193193)]","[np.float64(84.3319320678711), np.float64(85.32098388671875)]","[np.float64(42.20142155348105), np.float64(41.53126515324537)]","[np.float64(42.201419830322266), np.float64(41.53126525878906)]"
BBOB_F55,7,5,5,"[np.float64(71.94095988073123), np.float64(77.95834797921412)]","[np.float64(71.94095611572266), np.float64(77.9583511352539)]","[np.float64(84.33192977254085), np.float64(85.32098486193193)]","[np.float64(84.3319320678711), np.float64(85.32098388671875)]","[np.float64(42.20142155348105), np.float64(41.53126515324537)]","[np.float64(42.201419830322266), np.float64(41.53126525878906)]"
BBOB_F55,8,5,5,"[np.float64(71.94095988073123), np.float64(77.95834797921412)]","[np.float64(71.94095611572266), np.float64(77.9583511352539)]","[np.float64(84.33192977254085), np.float64(85.30993855585653)]","[np.float64(84.3319320678711), np.float64(85.3099365234375)]","[np.float64(42.20142155348105), np.float64(41.53126515324537)]","[np.float64(42.201419830322266), np.float64(41.53126525878906)]"
BBOB_F55,9,4,4,"[np.float64(71.78551114418232), np.float64(77.95834797921412)]","[np.float64(71.78551483154297), np.float64(77.9583511352539)]","[np.float64(84.33192977254085), np.float64(85.30993855585653)]","[np.float64(84.3319320678711), np.float64(85.3099365234375)]","[np.float64(42.20142155348105), np.float64(39.231093625580044)]","[np.float64(42.201419830322266), np.float64(39.23109436035156)]"
BBOB_F55,10,6,6,"[np.float64(74.81433174455422), np.float64(80.45357851429216)]","[np.float64(74.8143310546875), np.float64(80.45357513427734)]","[np.float64(84.33192977254085), np.float64(85.30993855585653)]","[np.float64(84.3319320678711), np.float64(85.3099365234375)]","[np.float64(49.421837424924135), np.float64(24.9639962315732)]","[np.float64(49.421836853027344), np.float64(24.96399688720703)]"
BBOB_F55,11,4,4,"[np.float64(74.81433174455422), np.float64(80.45357851429216)]","[np.float64(74.8143310546875), np.float64(80.45357513427734)]","[np.float64(80.62975070362634), np.float64(85.35791431519202)]","[np.float64(80.62975311279297), np.float64(85.35791778564453)]","[np.float64(49.421837424924135), np.float64(24.9639962315732)]","[np.float64(49.421836853027344), np.float64(24.96399688720703)]"
BBOB_F55,12,4,4,"[np.float64(76.31384154323806), np.float64(81.14468836163421)]","[np.float64(76.3138427734375), np.float64(81.14469146728516)]","[np.float64(81.33628757739285), np.float64(85.32541334894036)]","[np.float64(81.33628845214844), np.float64(85.3254165649414)]","[np.float64(49.8057814790039), np.float64(27.7846231586581)]","[np.float64(49.805782318115234), np.float64(27.784624099731445)]"
BBOB_F55,13,4,4,"[np.float64(76.31384154323806), np.float64(81.3561390483144)]","[np.float64(76.3138427734375), np.float64(81.35614013671875)]","[np.float64(80.87236321134753), np.float64(85.29912729712038)]","[np.float64(80.87236022949219), np.float64(85.29912567138672)]","[np.float64(50.706022903865744), np.float64(27.7846231586581)]","[np.float64(50.706024169921875), np.float64(27.784624099731445)]"
DTLZ1,1,15,15,"[np.float64(203.33650971728386), np.float64(160.53857055815539), np.float64(229.32795393056674)]","[np.float64(203.33651733398438), np.float64(160.53857421875), np.float64(229.3279571533203)]","[np.float64(203.33650971728386), np.float64(160.53857055815539), np.float64(229.32795393056674)]","[np.float64(203.33651733398438), np.float64(160.53857421875), np.float64(229.3279571533203)]","[np.float64(0.21001422959149116), np.float64(0.12056326550580404), np.float64(0.22425293422877285)]","[np.float64(0.2100142240524292), np.float64(0.12056326866149902), np.float64(0.22425293922424316)]"
DTLZ1,2,8,8,"[np.float64(100.53561042184447), np.float64(128.73074921490542), np.float64(182.11828047794253)]","[np.float64(100.53561401367188), np.float64(128.73074340820312), np.float64(182.1182861328125)]","[np.float64(205.04620398283637), np.float64(160.53857055815539), np.float64(206.34478087582553)]","[np.float64(205.04620361328125), np.float64(160.53857421875), np.float64(206.34478759765625)]","[np.float64(0.1915136426413887), np.float64(0.20594677946852544), np.float64(5.216719847818109)]","[np.float64(0.19151364266872406), np.float64(0.20594677329063416), np.float64(5.216719627380371)]"
DTLZ1,3,11,11,"[np.float64(100.53561042184447), np.float64(160.53857055815539), np.float64(206.34478087582553)]","[np.float64(100.53561401367188), np.float64(160.53857421875), np.float64(206.34478759765625)]","[np.float64(128.7640236539663), np.float64(160.53857055815539), np.float64(206.34478087582553)]","[np.float64(128.76402282714844), np.float64(160.53857421875), np.float64(206.34478759765625)]","[np.float64(1.2838054508616712), np.float64(0.20594677946852544), np.float64(4.107154284222033)]","[np.float64(1.2838054895401), np.float64(0.20594677329063416), np.float64(4.107154369354248)]"
DTLZ1,4,10,10,"[np.float64(100.53561042184447), np.float64(68.60921165024725), np.float64(130.7085490179063)]","[np.float64(100.53561401367188), np.float64(68.60921478271484), np.float64(130.7085418701172)]","[np.float64(129.99962593745565), np.float64(68.60921165024725), np.float64(159.5527835315014)]","[np.float64(129.99961853027344), np.float64(68.60921478271484), np.float64(159.5527801513672)]","[np.float64(0.8476209126044923), np.float64(4.320245827731584), np.float64(4.107154284222033)]","[np.float64(0.8476209044456482), np.float64(4.320245742797852), np.float64(4.107154369354248)]"
DTLZ1,5,10,10,"[np.float64(100.53561042184447), np.float64(47.14552888853806), np.float64(127.49337963690627)]","[np.float64(100.53561401367188), np.float64(47.145530700683594), np.float64(127.49337768554688)]","[np.float64(129.99962593745565), np.float64(47.14552888853806), np.float64(130.7085490179063)]","[np.float64(129.99961853027344), np.float64(47.145530700683594), np.float64(130.7085418701172)]","[np.float64(0.7655274402734608), np.float64(4.275220094521279), np.float64(2.7232951865078054)]","[np.float64(0.7655274271965027), np.float64(4.275219917297363), np.float64(2.723295211791992)]"
DTLZ1,6,9,9,"[np.float64(100.53561042184447), np.float64(47.14552888853806), np.float64(121.30214821169452)]","[np.float64(100.53561401367188), np.float64(47.145530700683594), np.float64(121.3021469116211)]","[np.float64(108.7909761099295), np.float64(47.14552888853806), np.float64(128.62924203131493)]","[np.float64(108.79097747802734), np.float64(47.145530700683594), np.float64(128.62924194335938)]","[np.float64(0.6567872672221149), np.float64(4.139175521628485), np.float64(2.7232951865078054)]","[np.float64(0.6567872762680054), np.float64(4.1391754150390625), np.float64(2.723295211791992)]"
DTLZ1,7,10,10,"[np.float64(100.53561042184447), np.float64(38.151243881635985), np.float64(121.30214821169452)]","[np.float64(100.53561401367188), np.float64(38.1512451171875), np.float64(121.3021469116211)]","[np.float64(107.63766055990328), np.float64(40.928951632911236), np.float64(128.62924058956594)]","[np.float64(107.63765716552734), np.float64(40.928951263427734), np.float64(128.62924194335938)]","[np.float64(0.6567872672221149), np.float64(4.139175521628485), np.float64(16.461530135218897)]","[np.float64(0.6567872762680054), np.float64(4.1391754150390625), np.float64(16.461530685424805)]"
DTLZ1,8,11,11,"[np.float64(73.03992131719916), np.float64(37.95231570202709), np.float64(121.30214821169452)]","[np.float64(73.03992462158203), np.float64(37.95231628417969), np.float64(121.3021469116211)]","[np.float64(103.18289273729745), np.float64(40.928951632911236), np.float64(128.62924058956594)]","[np.float64(103.18289184570312), np.float64(40.928951263427734), np.float64(128.62924194335938)]","[np.float64(0.6567872672221149), np.float64(4.139175521628485), np.float64(16.775249234903693)]","[np.float64(0.6567872762680054), np.float64(4.1391754150390625), np.float64(16.775249481201172)]"
DTLZ1,9,13,13,"[np.float64(75.57028044198387), np.float64(37.95231570202709), np.float64(126.35964260993711)]","[np.float64(75.57028198242188), np.float64(37.95231628417969), np.float64(126.3596420288086)]","[np.float64(75.57028044198387), np.float64(40.928951632911236), np.float64(126.35964260993711)]","[np.float64(75.57028198242188), np.float64(40.928951263427734), np.float64(126.3596420288086)]","[np.float64(0.6567872672221149), np.float64(3.995703730086062), np.float64(9.337379857637636)]","[np.float64(0.6567872762680054), np.float64(3.99570369720459), np.float64(9.337379455566406)]"
DTLZ1,10,12,12,"[np.float64(65.74770638468488), np.float64(37.95231570202709), np.float64(121.20965173136021)]","[np.float64(65.7477035522461), np.float64(37.95231628417969), np.float64(121.20964813232422)]","[np.float64(70.70772149955216), np.float64(40.19798256822149), np.float64(126.35964260993711)]","[np.float64(70.70771789550781), np.float64(40.19798278808594), np.float64(126.3596420288086)]","[np.float64(0.5793460763435205), np.float64(3.651129090694807), np.float64(8.483735145568257)]","[np.float64(0.5793460607528687), np.float64(3.6511290073394775), np.float64(8.483735084533691)]"
DTLZ1,11,11,11,"[np.float64(65.74770638468488), np.float64(37.33129709605514), np.float64(121.14451687988472)]","[np.float64(65.7477035522461), np.float64(37.331298828125), np.float64(121.14451599121094)]","[np.float64(70.70772149955216), np.float64(40.19798256822149), np.float64(126.35964260993711)]","[np.float64(70.70771789550781), np.float64(40.19798278808594), np.float64(126.3596420288086)]","[np.float64(0.5790347511305813), np.float64(3.6491670707760684), np.float64(8.483735145568257)]","[np.float64(0.5790347456932068), np.float64(3.649167060852051), np.float64(8.483735084533691)]"
DTLZ2,1,15,15,"[np.float64(1.834898979982138), np.float64(1.732036339626166), np.float64(1.7017330748365282)]","[np.float64(1.8348989486694336), np.float64(1.7320363521575928), np.float64(1.701733112335205)]","[np.float64(1.834898979982138), np.float64(1.732036339626166), np.float64(1.7017330748365282)]","[np.float64(1.8348989486694336), np.float64(1.7320363521575928), np.float64(1.701733112335205)]","[np.float64(0.0006324275230340894), np.float64(0.015611760182771927), np.float64(0.008002125924842)]","[np.float64(0.0006324275163933635), np.float64(0.015611760318279266), np.float64(0.008002125658094883)]"
